Lep Name,Lep Url
Teleiodes luculella,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/Teleiodes_luculella.jpg/331px-Teleiodes_luculella.jpg
Teleiodes myricariella?,None
Teleiodes paripunctella,None
Teleiodes sequax,https://upload.wikimedia.org/wikipedia/commons/6/6e/Neotelphusa_sequax.jpg
Teleiodes sp. 4,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/-0765-_Teleiodes_vulgella_%2828659654707%29.jpg/203px--0765-_Teleiodes_vulgella_%2828659654707%29.jpg
Teleiopsis lunariella,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Teleiopsis_lunariella.jpg/236px-Teleiopsis_lunariella.jpg
Telephila schmidtiellus,None
Thiotricha thorybodes,None
Tildenia glochinella,None
Trichotaphe sp.,None
Trypanisma prudens,None
Vladimirea zygophyllivorella,None
Xenolechia aethiops,https://upload.wikimedia.org/wikipedia/commons/6/69/Xenolechia_aethiops.JPG
Xenolechia sp.,None
sp. 3,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Amd_socket_sp3_IMGP3469_smial_wp.jpg/270px-Amd_socket_sp3_IMGP3469_smial_wp.jpg
Abaciscus albipunctata,None
Abraxas,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Magpie_moth_%28Abraxas_grossulariata%29.jpg/270px-Magpie_moth_%28Abraxas_grossulariata%29.jpg
Abraxas contrahens,None
Abraxas fuscescens,None
Abraxas grossulariata,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Magpie_moth_%28Abraxas_grossulariata%29.jpg/270px-Magpie_moth_%28Abraxas_grossulariata%29.jpg
Abraxas lugubris,None
Abraxas niphonibia,None
Afrophyla vethi,None
Agriopis aurantiaria,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Agriopis_aurantiaria.JPG/135px-Agriopis_aurantiaria.JPG
Agriopis bajaria,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Agriopis_bajaria._Geometridae_%285370290458%29.jpg/241px-Agriopis_bajaria._Geometridae_%285370290458%29.jpg
Agriopis dira,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Agriopis_dira%3F_%2816676825462%29.jpg/270px-Agriopis_dira%3F_%2816676825462%29.jpg
Alcis picata,None
Alsophiloides acroama,None
Amblychia sp.,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Amblychia_sp._%287235297258%29.jpg/197px-Amblychia_sp._%287235297258%29.jpg
Amelora milvaria,None
Ametris nitocris,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Ametris_nitocris1.JPG/240px-Ametris_nitocris1.JPG
Amorphogynia necessaria,None
Anacamptodes clivinaria,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Iridopsis_clivinaria2.jpg/269px-Iridopsis_clivinaria2.jpg
Anacamptodes ephyraria,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/Anavitrinella_pampinaria.jpg/180px-Anavitrinella_pampinaria.jpg
Anacamptodes perfectaria,None
Anacamptodes pergracilis,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Iridopsis_pergracilis_adult.jpg/270px-Iridopsis_pergracilis_adult.jpg
Anacamptodes pr. herse,None
Anisephyra ocularia,None
Anisodes absconditarius,None
Anisodes compacta,None
Anisodes subdolaria,None
Anisozyga albinata,None
Anisozyga goniota,None
Antepione thisoaria,https://upload.wikimedia.org/wikipedia/commons/4/41/Antepione_thisoaria.JPG
Anticlea multiferata,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/Anticlea_multiferata.jpg/240px-Anticlea_multiferata.jpg
Anticlea vasiliata,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Anticlea_vasiliata.jpg/240px-Anticlea_vasiliata.jpg
Antiracotis squalida,None
Antiracotis zebrina,None
Apeira syringaria,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Apeira_syringaria01.jpg/267px-Apeira_syringaria01.jpg
Aphilopota?,None
Aplocera efformata,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Aplocera_efformata1.jpg/240px-Aplocera_efformata1.jpg
Aplochlora vivilaca,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Aplochlora_vivilaca_%2829630567357%29.jpg/270px-Aplochlora_vivilaca_%2829630567357%29.jpg
Apocheima cinerarius,None
Apocheima pilosaria,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Phigalia_pilosaria.jpg/240px-Phigalia_pilosaria.jpg
Apochima excavata,None
Apochima juglansiaria,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Apochima_juglansiaria_%2816490428620%29.jpg/270px-Apochima_juglansiaria_%2816490428620%29.jpg
Apocleora rimosa,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Apocleora_rimosa1.jpg/240px-Apocleora_rimosa1.jpg
Apodrepanulatrix liberaria,None
Aspilates gilvaria,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Moths_of_the_British_Isles_Series2_Plate144.jpg/132px-Moths_of_the_British_Isles_Series2_Plate144.jpg
Astygisa vexillaria,None
Athroolopha pennigeraria,None
Bassania schreiteri,None
Berta chrysolineata,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Berta_chrysolineata_%28Geometridae_Geometrinae%29.jpg/270px-Berta_chrysolineata_%28Geometridae_Geometrinae%29.jpg
Berta chrysolineata?,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Berta_chrysolineata_%28Geometridae_Geometrinae%29.jpg/270px-Berta_chrysolineata_%28Geometridae_Geometrinae%29.jpg
Berta digitijuxta,None
Berta sp. n.,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Berta_sp._%281377115086%29.jpg/240px-Berta_sp._%281377115086%29.jpg
Berta zygophyxia,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/A43-20160906-232_%2830401252443%29.jpg/271px-A43-20160906-232_%2830401252443%29.jpg
Biston insularis,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Biston_insularis_%28Geometridae_Ennominae_Boarmiini%29.jpg/270px-Biston_insularis_%28Geometridae_Ennominae_Boarmiini%29.jpg
Boarmia,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Boarmia_delika_%3D_Microcalicha_delika_%28Geometridae-_Ennominae-_Boarmiini%29_%2823662492235%29.jpg/240px-Boarmia_delika_%3D_Microcalicha_delika_%28Geometridae-_Ennominae-_Boarmiini%29_%2823662492235%29.jpg
Boarmia sp.,None
Bupalus piniaria,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Bupalus_pinaria_male_par_Nemos.jpg/250px-Bupalus_pinaria_male_par_Nemos.jpg
Cabera,https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Cabera_pusaria_%2B_Cabera_exanthemata_-_males_%282009-05-23%29.jpg/271px-Cabera_pusaria_%2B_Cabera_exanthemata_-_males_%282009-05-23%29.jpg
Cabera variolaria,https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Cabera_variolaria.jpg/240px-Cabera_variolaria.jpg
Calicha ornataria,None
Calletaera postvittata,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Calletaera_postvittata_%2826370520377%29.jpg/270px-Calletaera_postvittata_%2826370520377%29.jpg
Calluga costalis,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Calluga_costalis1.jpg/270px-Calluga_costalis1.jpg
Cargolia arana,None
Caripeta divisata,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Caripeta_divisata.jpg/269px-Caripeta_divisata.jpg
Casbia rectaria,None
Cepphis advenaria,https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Cepphis.advenaria.jpg/271px-Cepphis.advenaria.jpg
Cepphis decoloraria,https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Cepphis_decoloraria_SERC_06-06-15_0003_%2819088381930%29.jpg/330px-Cepphis_decoloraria_SERC_06-06-15_0003_%2819088381930%29.jpg
Ceratodalia gueneata,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Ceratodalia_gueneata.JPG/269px-Ceratodalia_gueneata.JPG
Ceratonyx satanaria,None
Certima dositheata,None
Chalastra pellurgata,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Chalastra_pellurgata_male.jpg/267px-Chalastra_pellurgata_male.jpg
Chesias legatella,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Chesias_legatella.jpg/289px-Chesias_legatella.jpg
Cheteoscelis bistriaria,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Cheteoscelis_bistriaria%2C_det_Sperry%2C_-26357%2C_Grand_Canyon%2C_Arizona%2C_July_1931%2C_R._Williamson_%2849550405816%29.jpg/275px-Cheteoscelis_bistriaria%2C_det_Sperry%2C_-26357%2C_Grand_Canyon%2C_Arizona%2C_July_1931%2C_R._Williamson_%2849550405816%29.jpg
Cheteoscelis faseolaria,None
Chihuo zao,None
Chlenias pachymela,None
Chlenias pini,None
Chlenias spp.,None
Chlenias zonaea,None
Chlorochlamys chloroleucaria,https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Chlorochlamys_chloroleucaria_0860.10.30.09w.jpg/226px-Chlorochlamys_chloroleucaria_0860.10.30.09w.jpg
Chloroclysta citrata,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Chloroclysta_citrata_SLU.JPG/270px-Chloroclysta_citrata_SLU.JPG
Chloroclysta latefasciata,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Chloroclysta_latefasciata_SLU.JPG/270px-Chloroclysta_latefasciata_SLU.JPG
Chloroclysta miata,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/Chloroclysta_miata.jpg/256px-Chloroclysta_miata.jpg
Chloroclystis debiliata,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Pasiphila_debiliata.jpg/240px-Pasiphila_debiliata.jpg
Chloroclystis marmorata,None
Chloroclystis viridescens,None
Chloromachia augustaria,None
Chloromachia infracta,None
Chloropteryx tepperaria,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Chloropteryx_tepperaria_SERC_06-05-15_0789_%2819085157985%29.jpg/394px-Chloropteryx_tepperaria_SERC_06-05-15_0789_%2819085157985%29.jpg
Chrysocraspeda dysmothauma,None
Chrysocraspeda iole,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Chrysocraspeda_c-w_iole_%287222537046%29.jpg/307px-Chrysocraspeda_c-w_iole_%287222537046%29.jpg
Cleora acaciaria,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Geometridae-Cleora_acaciaria-male-10.jpg/290px-Geometridae-Cleora_acaciaria-male-10.jpg
Cleora dargei,None
Cleora munditibia,None
Cleora repulsaria,https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/A57-20160624-004_%2830908095281%29.jpg/271px-A57-20160624-004_%2830908095281%29.jpg
Cleora sublunaria,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Cleora_sublunaria_-_Double-lined_Gray_Moth_%2813779531643%29.jpg/254px-Cleora_sublunaria_-_Double-lined_Gray_Moth_%2813779531643%29.jpg
Cleorodes lichenaria,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Cleorodes_lichenaria_FvL.jpg/240px-Cleorodes_lichenaria_FvL.jpg
Colocleora anisoscia,None
Colostygia aptata,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Colostygia_aptata.jpg/243px-Colostygia_aptata.jpg
Colostygia multistrigaria,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Colostygia_multistrigaria.jpg/272px-Colostygia_multistrigaria.jpg
Colotois pennaria,https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Geometridae_-_Colotois_pennaria.JPG/239px-Geometridae_-_Colotois_pennaria.JPG
Comibaena argentataria,None
Comibaena attenuata,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Comibaena_attenuata_%2824365051779%29.jpg/251px-Comibaena_attenuata_%2824365051779%29.jpg
Comibaena bajularia,https://upload.wikimedia.org/wikipedia/commons/0/0e/Comibaena_bajularia-Chize_30-07-06_m.jpg
Comibaena delicatior,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Comibaena_delicatior.jpg/270px-Comibaena_delicatior.jpg
Comibaena integranota,None
Comibaena leucospilata,None
Comibaena nigromacularia,None
Comibaena obsoletaria,None
Comostola inops,None
Comostola laesaria,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Comostola_laesaria.jpg/269px-Comostola_laesaria.jpg
Corymica deducta,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/A43-20170221-024_%2834011556102%29.jpg/271px-A43-20170221-024_%2834011556102%29.jpg
Corymica pryeri,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Corymica_pryeri_%2837962282224%29.jpg/270px-Corymica_pryeri_%2837962282224%29.jpg
Crypsicometa incertaria,None
Culcula panterinaria,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Biston_panterinaria_panterinaria_male.JPG/284px-Biston_panterinaria_panterinaria_male.JPG
Culpinia diffusa,None
Cyclomia mopsaria,None
Cyclomia sp.,None
Cystidia truncangulata,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Cystidia_truncangulata_-_2.jpg/180px-Cystidia_truncangulata_-_2.jpg
Declana junctilinea,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Declana_junctilinea_female.jpg/267px-Declana_junctilinea_female.jpg
Dichorda iridaria,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Dichorda_iridaria_-_Showy_Emerald_Moth_%2814836165720%29.jpg/283px-Dichorda_iridaria_-_Showy_Emerald_Moth_%2814836165720%29.jpg
Diplurodes parvularia,None
Diptychis geometrina,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/NovaraExpZoologischeTheilLepidopteraAtlasTaf100.jpg/136px-NovaraExpZoologischeTheilLepidopteraAtlasTaf100.jpg
Drepanulatrix carnearia,None
Drepanulatrix foeminaria,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Drepanulatrix_foeminaria.jpg/269px-Drepanulatrix_foeminaria.jpg
Duliophyle majuscularia,None
Dysphania malayanus,None
Dysphania transducta,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Dysphania_cf_transducta_%2824601132920%29.jpg/271px-Dysphania_cf_transducta_%2824601132920%29.jpg
Ectropidia shoreae,None
Ectropis obliqua,None
Electrophaes corylata,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Electrophaes.corylata.jpg/270px-Electrophaes.corylata.jpg
Ennomos fuscantaria,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Ennomos_fuscantaria.jpg/240px-Ennomos_fuscantaria.jpg
Epirranthis substriataria,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Epirranthis_substriataria.jpg/269px-Epirranthis_substriataria.jpg
Epirrhoe plebeculata,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Epirrhoe_plebeculata.jpg/269px-Epirrhoe_plebeculata.jpg
Epirrhoe pupillata,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Epirrhoe_pupillata.jpg/255px-Epirrhoe_pupillata.jpg
Eretmopus discissa,None
Eretmopus sp.,None
Eubarnesia ritaria,None
Eucaterva variaria,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Eucaterva_variaria_-25951_Det._John_L._Sperry_Miami%2C_Arizona._25_March_1946_L.H._Bridwell_%2849550349448%29.jpg/276px-Eucaterva_variaria_-25951_Det._John_L._Sperry_Miami%2C_Arizona._25_March_1946_L.H._Bridwell_%2849550349448%29.jpg
Euchlaena obtusaria,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Euchlaena_obtusaria.jpg/240px-Euchlaena_obtusaria.jpg
Euchlaena pectinaria,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Euchlaena_pectinaria.jpg/240px-Euchlaena_pectinaria.jpg
Euchlaena serrata,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Euchlaena_serrata_1.jpg/238px-Euchlaena_serrata_1.jpg
Euchlaena tigrinaria,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Euchlaena_tigrinaria.jpg/327px-Euchlaena_tigrinaria.jpg
Euchoeca nebulata,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Euchoeca_nebulata1.jpg/240px-Euchoeca_nebulata1.jpg
Euchristophia cumulata,https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Euchristophia_cumulata_meridionalis.jpg/268px-Euchristophia_cumulata_meridionalis.jpg
Eucrostes disparata,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/A53-20160531-022_%2829028925416%29.jpg/268px-A53-20160531-022_%2829028925416%29.jpg
Eucyclodes albisparsa,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Eucyclodes_albisparsa.jpg/241px-Eucyclodes_albisparsa.jpg
Eucyclodes buprestaria,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Eucyclodes_buprestaria.jpg/240px-Eucyclodes_buprestaria.jpg
Eucyclodes eugeniae,None
Eucyclodes gavissima,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/Eucyclodes_gavissima_%28Geometrinae_Geometrinae%29.jpg/275px-Eucyclodes_gavissima_%28Geometrinae_Geometrinae%29.jpg
Eucyclodes rufimargo,None
Eucyclodes semialba,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Eucyclodes_semialba_semialba_%2844002772062%29.jpg/270px-Eucyclodes_semialba_semialba_%2844002772062%29.jpg
Eudrepanulatrix rectifascia,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Eudrepanulatrix_rectifascia.jpg/269px-Eudrepanulatrix_rectifascia.jpg
Eueana niveociliaria,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Eueana_niveociliaria.jpg/240px-Eueana_niveociliaria.jpg
Eufidonia notataria,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Eufidonia_notataria_1178029.jpg/274px-Eufidonia_notataria_1178029.jpg
Eulithis flavibrunneata,None
Eulithis gracilineata,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Eulithis_gracilineata.jpg/270px-Eulithis_gracilineata.jpg
Eulithis mellinata,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Eulithis.mellinata.7206.jpg/270px-Eulithis.mellinata.7206.jpg
Eulithis molliculata,None
Eulithis populata,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Eulithis.populata.jpg/271px-Eulithis.populata.jpg
Eulithis prunata,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Eulithis_prunata.jpg/235px-Eulithis_prunata.jpg
Eulithis pyraliata,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Eulithis_pyraliata01.jpg/216px-Eulithis_pyraliata01.jpg
Eulithis testata,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Eulithis.testata.-.lindsey.jpg/270px-Eulithis.testata.-.lindsey.jpg
Eulithis xylina,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Eulithis_xylina.jpg/269px-Eulithis_xylina.jpg
Euloxia fugitivaria,None
Euloxia leucochorda,None
Eumelea rosalia,https://upload.wikimedia.org/wikipedia/commons/thumb/4/49/Eumelea_rosalia_%28Geometridae_Oenochrominae%29.jpg/270px-Eumelea_rosalia_%28Geometridae_Oenochrominae%29.jpg
Eupithecia interruptofasciata,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Eupithecia_interruptofasciata.jpg/270px-Eupithecia_interruptofasciata.jpg
Eupithecia pygmaeata,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Eupithecia_pygmaeata.jpg/282px-Eupithecia_pygmaeata.jpg
Eupithecia selinata,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Eupithecia_selinata_01.JPG/240px-Eupithecia_selinata_01.JPG
Eupithecia sharronata,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Eupithecia_sharronata.JPG/269px-Eupithecia_sharronata.JPG
Galenara consimilis,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/C.1924._Drawing_by_W.D._Edmonston_shows_the_life_history_of_the_New_Mexico_fir_looper._%2833344451170%29.jpg/249px-C.1924._Drawing_by_W.D._Edmonston_shows_the_life_history_of_the_New_Mexico_fir_looper._%2833344451170%29.jpg
Gymnoscelis lophopus,None
Gymnoscelis pseudotibialis,None
Hemistola loxiaria,None
Heterorachis devocata,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Red-Lined_Emerald_%28Heterorachis_devocata%29_%2831965395730%29.jpg/286px-Red-Lined_Emerald_%28Heterorachis_devocata%29_%2831965395730%29.jpg
Heterostegane hyriaria,None
Heterostegane subtessellata,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Heterostegane_subtessellata_%2824131260913%29.jpg/254px-Heterostegane_subtessellata_%2824131260913%29.jpg
Horisme vitalbata,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Horisme_vitalbata01.jpg/242px-Horisme_vitalbata01.jpg
Hydrelia albifera,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Hydrelia_albifera.jpg/269px-Hydrelia_albifera.jpg
Hydrelia flammeolaria,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Hydrelia_flammeolaria.jpg/245px-Hydrelia_flammeolaria.jpg
